model,mitjana_MAE,mitjana_MSE,mitjana_R2,millor_MAE,millor_MSE,millor_R2,pitjor_MAE,pitjor_MSE,pitjor_R2
deathIncrease_cluster1,37.12114894498388,1629.6800595418695,-62.687357469277245,23.51654633603535,590.4749248124302,-1.085795109118262,52.614083478167046,2944.378352905141,-277.20453188277963
deathIncrease_cluster2,65.43202918560986,9061.175556220714,-408.8993004954432,37.632691060118496,1459.4705989846627,-0.028557183075089476,143.92423575376628,33314.58932246959,-2521.9846833191164
deathIncrease_cluster3,36.93506646485141,2590.3255434089556,-92.65520893766247,19.78277486800176,477.4289958950898,0.07493142038388934,109.71597004886917,13716.722272913128,-512.0541990182293
deathIncrease_cluster4,9.919654044082451,173.44875339968704,-63.28984262673279,4.572612134905815,34.00508486572774,0.493591647501858,20.866077000483774,522.2178143931802,-552.2743586749531
deathIncrease_cluster5,84.66729099403248,8362.016246448671,-105.5607648464068,54.94801570166175,3804.776353087426,-0.8663233745279959,99.08808869524175,10101.282049541833,-309.7085345725847
deathIncrease_cluster6,31.171286729976234,1213.4678050474497,-38.02590651112963,21.36288023953951,512.3784311891097,0.19268349648021466,45.70487692971726,2188.327046418771,-189.28154291658166
hospitalizedIncrease_cluster1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster3,21.044193748520822,827.0497878831279,-9.591224384633376,8.995928521814715,96.49673678959198,0.4591237585575376,37.20588148426556,2164.389359070095,-54.62607832030555
hospitalizedIncrease_cluster4,52.07757886321776,4303.371378166599,-3.2062399590124824,21.104195991100653,754.8305314807936,0.4044731880514715,128.08750514599677,17616.753964337528,-12.197482635954913
hospitalizedIncrease_cluster5,1.8804086710969425,6.969093233411076,0.0,1.8759442378781455,6.968016389332553,0.0,1.8827788320158447,6.971131045386921,0.0
hospitalizedIncrease_cluster6,105.15006658758602,61059.24053584064,-5.390609434481268,25.07713075201763,909.8270110293325,0.011816617351122716,348.94925116052684,292561.8142711203,-19.68798535040165
hospitalizedIncrease_cluster7,16.24269916008228,1305.0580183697446,-6.7574683426719355,4.471967203294606,37.4789461269958,0.3468282894240702,69.38090862869767,8483.467599177058,-34.31669923505373
positiveIncrease_cluster1,152.78781021875577,26202.775937448925,-17.20377862705637,105.28154774417261,11437.554750126676,-7.193921315622932,200.099388948108,41086.009834028475,-33.113028362942174
positiveIncrease_cluster2,1061.939482619303,1850362.7396565508,-158.33011777603107,595.4539016793394,469773.1474716776,-0.4044675403851197,1821.2302668540472,6154175.139107451,-693.5099560682804
positiveIncrease_cluster3,884.1811208643625,2804314.2659814595,-6.190323114095123,167.70438392676198,36695.70636514745,0.0971441565776987,5206.811619662243,27502184.910574447,-62.05267587483014
positiveIncrease_cluster4,1135.5581372410052,1638467.3729132842,-616.5354180407511,255.67944338220826,116759.10292258832,0.2791814368042529,1508.949446849282,3055246.0712752813,-1508.9513896943527
positiveIncrease_cluster5,503.5107340310897,320695.3004471923,-27.375262865018342,333.8226231623135,118648.42579015193,-0.5245393930215398,972.9235402968867,1127914.040398988,-166.77268210605158
positiveIncrease_cluster6,504.22647447113184,311313.9898326801,-29.3469689601459,250.94214464451753,97208.51534806578,-0.35382430489713523,770.5833656281621,612718.2285474588,-156.3949848644056
