model,mitjana_MAE,mitjana_MSE,mitjana_R2,millor_MAE,millor_MSE,millor_R2,pitjor_MAE,pitjor_MSE,pitjor_R2
deathIncrease_cluster1,18.500202878003513,505.14879547719374,-6.733573088332305,6.956254011130709,59.02832972027523,0.11970377375504482,31.635016642643055,1122.567266440787,-26.81142457974506
deathIncrease_cluster2,51.34930503578149,8506.00057562259,-117.55937040888827,17.775858433903526,364.33711026314035,0.0006995649875165544,130.04230136492978,32366.97400009862,-722.221381012916
deathIncrease_cluster3,25.54328152926634,2532.3115822162094,-15.194608698958294,7.0591179517989735,70.94551503140265,0.09018257296720067,116.96873864186678,16593.85916517951,-88.08297576755913
deathIncrease_cluster4,9.768945486113656,176.97254438321596,-48.50437793993523,3.7786660262502565,30.828033493793274,0.5267840452626883,21.923659528462764,572.5335473678416,-423.23522712530405
deathIncrease_cluster5,70.45830192710908,6078.3400897754545,-61.431068981821085,39.52356381324261,2058.57939017809,-1.6063341478655255,93.28660986409872,12601.891557393885,-180.48834268657686
deathIncrease_cluster6,16.195548592734443,472.38382257382784,-2.9554321877326757,7.176978760030212,64.35040783922757,0.42374079184939484,44.953209575775155,2497.9988501027137,-16.934117769456606
hospitalizedIncrease_cluster1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster2,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0
hospitalizedIncrease_cluster3,21.52931902786215,875.6253730517107,-3.190940943774636,4.032070931618746,25.60831984921328,0.8365097605867743,49.732666397613215,2939.7119961363383,-15.800844562666693
hospitalizedIncrease_cluster4,59.6876778124321,5365.750115842878,-5.0630241344104085,28.88210530780636,1588.970259736689,0.39890396941823847,140.74908959750903,20658.578385790468,-20.435600943256105
hospitalizedIncrease_cluster5,3.016216276725208,14.331459008632686,0.0,3.012354033650873,14.317042907614905,0.0,3.023935455785177,14.360274410535826,0.0
hospitalizedIncrease_cluster6,89.69033582172307,59158.28952497514,-2.3640398798407753,14.316066921397079,271.9287374800337,0.4640181763265626,330.77761015896306,289417.8071254318,-10.584732054955113
hospitalizedIncrease_cluster7,24.21181074974828,1501.1743325199525,-22.785602343298255,8.457185559869034,83.56757817438009,-0.01412510748013629,79.84923998912653,8985.686559473894,-102.82449438098953
positiveIncrease_cluster1,50.23296991364836,3803.4432987473647,-1.581686861456162,21.850641613836405,639.3792934951096,0.31216331383901896,78.2337193006007,7117.56962090273,-4.909599285350309
positiveIncrease_cluster2,549.4642475232816,860339.6121688384,-63.327959008297846,213.88560286984722,85677.44566212279,0.3584973402186973,1465.2111816290198,3699703.226907467,-270.4854023462733
positiveIncrease_cluster3,1596.7947166943923,5072506.209117773,-22.712428791602616,680.2388491642778,583461.9857961067,-0.051376438608710995,6454.433443134191,41878846.26524883,-95.01321961002772
positiveIncrease_cluster4,992.1685610738173,1339143.851901927,-337.273789094753,393.56654273119756,186832.814150426,-0.15342236521820896,1825.292435520927,4066280.230363332,-813.4570229247008
positiveIncrease_cluster5,382.04484679963196,338225.22625926393,-8.909960224489561,81.32069411259197,11878.59160179738,0.5336160095384224,1434.1848893185966,2229413.753510435,-75.56481795671566
positiveIncrease_cluster6,310.1679404567713,151235.4637772576,-6.733868776253657,83.81480902028582,7769.365657225911,0.23244626503538113,680.5799135883033,476286.4306745214,-29.249083709453533
